OID_;navn;type;innfartsparkering;referanse;id;bruksområde;antall_avgiftsfrie_plasser;antall_avgiftsbelagte_plasser;plasser_reservert_handikappede;antall_ladeplasser;antall_parkeringsplasser_små_k;antall_parkeringsplasser_store_;areal;avgift;avgifts__restriksjonsinfo;vinterdriftsklasse;brøyterodenummer;strørodenummer;byggeår;eier;vedlikeholdsansvarlig;parkeringstilbyder_navn;parkeringstilbyder_id;organisasjonsnummer;versjonsnummer;skiltplan_id;kjøretøytype__dimensjonerende;adresse;postnummer;poststed;lengdegrad;breddegrad;ORIG_FID;Long;Lat
79;Soneparkering Mosjøen Sentrum;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;2467;;257;0;8;0;;;;;;;;;;;;VEFSN KOMMUNE;401;844824122;1;1406;;Mosjøen Sentrum;8656;MOSJØEN;417449,827300000004470;7303040,451299999840558;910;13,1924353;65,8379898
80;Sjøsiden senter;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;2472;;174;0;6;0;;;;;;;;;;;;VEFSN KOMMUNE;401;844824122;1;1412;;Smågan 2;8656;MOSJØEN;417362,995500000019092;7303281,151300000026822;913;13,1903830;65,8401260
81;Frydenlund gata 15, 8516 Narvik;LANGS_KJOREBANE;NEI;Parkeringsregisteret;35411;;2;0;1;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;49479;;Frydenlundgata 15;8516;NARVIK;599306,003999999957159;7593887,010099999606609;955;17,4220638;68,4401169
82;Hammerfest sykehus;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;35472;;18;161;6;0;;;;;;;;;;;;SECURITAS AS;1501;920144950;1;49658;;Sykehusveien 35;9601;HAMMERFEST;819351,996500000008382;7863787,971699999645352;961;23,6715832;70,6730270
83;Ba28 Skjærvika p-plass;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;35611;;1;19;1;2;;;;;;;;;;;;SENJA KOMMUNE;3142;921369417;3;78370;;Ringveien 36;9300;FINNSNES;617842,989799999981187;7682544,025600000284612;1023;17,9782352;69,2270508
84;Bakkengården;LANGS_KJOREBANE;NEI;Parkeringsregisteret;2948;;35;0;2;0;;;;;;;;;;;;VEFSN KOMMUNE;401;844824122;2;41760;;C.M. Havigs gate 45;8656;MOSJØEN;417402,519800000009127;7302741,835799999535084;1065;13,1915884;65,8353043
85;Avgiftsparkering, Sone 1 og sone2;LANGS_KJOREBANE;NEI;Parkeringsregisteret;2953;;0;153;16;0;;;;;;;;;;;;HAMMERFEST PARKERING KF;124;992041765;5;9695;;Rådhusplassen 1;9600;HAMMERFEST;819941,437700000009499;7862684,216400000266731;1067;23,6831017;70,6624908
86;Fuglenesveien;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;2964;;9;25;1;0;;;;;;;;;;;;HAMMERFEST PARKERING KF;124;992041765;1;1928;;Fuglenesveien;9600;HAMMERFEST;820207,999399999971502;7863528,980999999679625;1071;23,6934910;70,6696396
87;beboer;LANGS_KJOREBANE;NEI;Parkeringsregisteret;2968;;10;73;0;0;;;;;;;;;;;;HAMMERFEST PARKERING KF;124;992041765;1;2939;;Fjellgata 1;9603;HAMMERFEST;820400,456600000034086;7863227,990799999795854;1073;23,6974773;70,6667252
88;beboer;LANGS_KJOREBANE;NEI;Parkeringsregisteret;2969;;0;124;0;0;;;;;;;;;;;;HAMMERFEST PARKERING KF;124;992041765;1;2938;;Skippergata;9603;HAMMERFEST;820241,982300000032410;7862888,994300000369549;1074;23,6919308;70,6639175
89;beboer;LANGS_KJOREBANE;NEI;Parkeringsregisteret;2971;;0;120;0;0;;;;;;;;;;;;HAMMERFEST PARKERING KF;124;992041765;1;2532;;Salsgata;9600;HAMMERFEST;819816,982399999978952;7862540,944899999536574;1075;23,6792202;70,6613770
90;Fiskehjellen Langnes PV99512;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;36153;;5;0;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;1;50603;;Kvaløyvegen;9016;TROMSØ;651070,410700000007637;7734893,838100000284612;1229;18,9000854;69,6789398
91;Fridtjof Nansens vei 3;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3447;;0;30;1;0;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;3;69466;;Fridtjof Nansens vei 3;8003;BODØ;473377,573700000008103;7462371,557400000281632;1236;14,3823900;67,2768173
92;Storgata 2;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3449;;0;44;1;0;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;3;69524;;Storgata 2;8006;BODØ;473025,672699999995530;7462952,920699999667704;1238;14,3740911;67,2819977
93;Havnegata 7-11;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3450;;0;140;5;0;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;5;69455;;Havnegata 9;9405;HARSTAD;562415,332300000009127;7633223,236700000241399;1239;16,5469398;68,8033752
94;Rødbergveien 6;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3451;;0;45;2;0;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;4;69468;;Rødbergveien 6;9408;HARSTAD;562994,003200000035577;7631110,969499999657273;1240;16,5599461;68,7843018
95;Strandgata 17;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3469;;0;16;1;0;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;3;69467;;Strandgata 17;9405;HARSTAD;562222,860899999970570;7633043,388100000098348;1245;16,5420609;68,8018036
96;UNN Harstad;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3470;;0;327;5;0;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;7;95747;;St Olavs gate 70;9406;HARSTAD;561585,218299999949522;7632455,927799999713898;1246;16,5259037;68,7966766
97;Åsgårdvegen 40;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3485;;0;15;1;0;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;4;69528;;Åsgårdvegen 40;9016;TROMSØ;651769,268099999986589;7732735,215699999593198;1253;18,9145107;69,6592255
98;Sykehuset i Tromsø;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3499;;0;175;13;3;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;12;69514;;Sykehusvegen 38;9019;TROMSØ;654325,146300000022165;7735670,130199999548495;1258;18,9851646;69,6840057
99;Stakkevollvegen 96-102;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3538;;0;7;0;0;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;4;69558;;Stakkevollvegen 98T;9010;TROMSØ;653782,420900000026450;7733768,096300000324845;1272;18,9680061;69,6673050
100;1-2-3 stasjon;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3539;;10;0;0;0;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;2;69577;;Flyplassvegen;9016;TROMSØ;651211,651399999973364;7734846,650399999693036;1273;18,9036446;69,6784363
101;Havnegata 10;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3544;;0;16;0;0;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;5;69556;;Havnegata 10;9008;TROMSØ;653577,062099999981001;7732061,837700000032783;1278;18,9598751;69,6521606
102;Kirkegata ;LANGS_KJOREBANE;NEI;Parkeringsregisteret;3556;;0;22;0;0;;;;;;;;;;;;RANA KOMMUNE PARKERINGSKONTORET;153;974550784;6;95587;;Kirkegata 8;8622;MO I RANA;461328,989400000020396;7354661,998399999924004;1282;14,1374798;66,3093796
103;Ba23 Olderhamna Fiskerihavn;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;36431;;3;60;3;0;;;;;;;;;;;;SENJA KOMMUNE;3142;921369417;2;51098;;Sjøgata 41;9300;FINNSNES;618838,999199999962002;7683023,022699999623001;1315;18,0039577;69,2309036
104;Mørkvedgården;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3829;;1;80;1;0;;;;;;;;;;;;AIMO PARK NORWAY AS;23;946359106;8;73866;;Universitetsalléen 3;8026;BODØ;481077,344700000016019;7463482,008299999870360;1390;14,5608263;67,2873611
105;Bodø Spektrum;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3830;;14;226;6;4;;;;;;;;;;;;AIMO PARK NORWAY AS;23;946359106;11;72284;;Plassmyrveien 1;8008;BODØ;474618,984699999971781;7462427,954800000414252;1391;14,4111748;67,2774277
106;Eriks gate;LANGS_KJOREBANE;NEI;Parkeringsregisteret;3845;;0;11;0;0;;;;;;;;;;;;HARSTAD KOMMUNE DRIFT OG UTBYGGINGSTJENESTEN AVD PARKERING;111;991103937;4;8731;;Hans Egedes gate 20;9406;HARSTAD;562099,830300000030547;7632617,335599999874830;1401;16,5387478;68,7980118
107;Trekanten Senter;PARKERINGSHUS;NEI;Parkeringsregisteret;3848;;3;82;3;0;;;;;;;;;;;;AIMO PARK NORWAY AS;23;946359106;9;66730;;Plassmyrveien 50;8008;BODØ;474904,979400000011083;7462352,012099999934435;1402;14,4178257;67,2767715
108;Norsk Luftfartsmuseum;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3849;;3;94;3;0;;;;;;;;;;;;AIMO PARK NORWAY AS;23;946359106;8;50158;;Børtindgata 35A;8008;BODØ;474636,873199999972712;7462341,382899999618530;1403;14,4116087;67,2766571
109;Gidsken Jakobsens vei 28-32;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3850;;2;43;2;0;;;;;;;;;;;;AIMO PARK NORWAY AS;23;946359106;6;49938;;Gidsken Jakobsens vei 30;8008;BODØ;474957,781799999997020;7462268,459999999962747;1404;14,4190693;67,2760239
110;Finnsnes Handelspark;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;3855;;0;109;6;0;;;;;;;;;;;;TIME PARK AS;135;991003975;6;79276;;Hans Karolius vei 1;9300;FINNSNES;618248,473600000026636;7682818,144299999810755;1406;17,9888039;69,2293243
111;Halvdans gate;LANGS_KJOREBANE;NEI;Parkeringsregisteret;3893;;0;4;0;0;;;;;;;;;;;;HARSTAD KOMMUNE DRIFT OG UTBYGGINGSTJENESTEN AVD PARKERING;111;991103937;2;2930;;Halvdans gate 7A;9405;HARSTAD;562161,680300000007264;7633060,369300000369549;1423;16,5405540;68,8019714
112;AMFI Kirkenes - P-hus;PARKERINGSHUS;NEI;Parkeringsregisteret;3953;;4;66;4;0;;;;;;;;;;;;TIME PARK SERVICE AS;113;991004343;2;9016;;Storgata 2;9900;KIRKENES;1076349,007500000065193;7806997,002700000070035;1462;30,0367393;69,7280350
113;Halvdans gate.Tjenstebiler/Utleie;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4193;;3;3;0;0;;;;;;;;;;;;HARSTAD KOMMUNE DRIFT OG UTBYGGINGSTJENESTEN AVD PARKERING;111;991103937;2;3355;;Håkons gate 8;9405;HARSTAD;562101,140800000051968;7632901,912299999967217;1626;16,5389576;68,8005600
114;Alta sentrum;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4241;;0;720;19;6;;;;;;;;;;;;ALTA KOMMUNE KOMMUNALTEKNIKK;164;976980905;16;90537;;Markedsgata 21;9510;ALTA;815446,019699999946170;7783540,950500000268221;1661;23,2726154;69,9661636
115;Automat 37, Sommerfeldts gate;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4255;;0;8;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;1;3503;;Sommerfeldts gate 76;9009;TROMSØ;653309,156100000021979;7732364,488099999725819;1673;18,9534912;69,6550217
116;A43, Kulturskolen;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;4257;;2;58;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;3;50541;;Krognessvegen 35;9006;TROMSØ;651929,000200000009499;7730069,489299999549985;1675;18,9142208;69,6352844
117;Parkometerplass, Rådhusgata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4260;;0;5;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;1;3508;;Grønnegata 106;9008;TROMSØ;653415,317400000058115;7732009,651700000278652;1677;18,9556293;69,6517868
118;Automat 12, Petersborggata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4267;;0;18;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;2;17858;;Petersborggata 36D;9009;TROMSØ;653119,485800000024028;7731832,883200000040233;1681;18,9477310;69,6503754
119;Automat 14, Strandskillet;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4270;;0;13;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;2;6860;;Strandskillet 3;9008;TROMSØ;653295,602199999964796;7731597,365799999795854;1683;18,9518661;69,6481628
120;Automat 15, Grønnegata og Bispegata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4271;;3;17;3;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;4;12831;;Grønnegata 105;9008;TROMSØ;653500,993699999991804;7732174,270399999804795;1684;18,9581070;69,6532059
121;Automat 21, Vestregate og Kemnerbakken;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4276;;3;29;3;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;4;12815;;Vestregata 36B;9008;TROMSØ;653350,811699999962002;7731878,936599999666214;1688;18,9537544;69,6506500
122;Automat 36, Storgata ;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4279;;1;11;1;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;5;12816;;Storgata 146;9008;TROMSØ;653609,773399999947287;7732335,698200000450015;1689;18,9611721;69,6545868
123;Område 2, Skolegata, Petersborggata, Håkon den gamles gate og Bernt Lies gata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4286;;0;43;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;1;3524;;Skolegata 24;9008;TROMSØ;653215,548599999980070;7731842,901200000196695;1695;18,9502163;69,6504059
124;Område 5, Parkgata, Rådhusgata og Skolegata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4290;;2;31;2;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;1;3517;;Parkgata 34;9008;TROMSØ;653325,036500000045635;7731995,752100000157952;1697;18,9532852;69,6517105
125;Område 6, Grønnegata og Vollgrava;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4292;;0;8;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;1;3527;;Grønnegata 128;9008;TROMSØ;653503,601400000043213;7732215,015599999576807;1698;18,9582424;69,6535721
126;Område 7, Vestregate, Nordre Tollbodgate, St.Hanshaugen og Dramsvegen;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4293;;0;20;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;2;5370;;Vestregata 66;9008;TROMSØ;653441,429400000022724;7732182,255499999970198;1699;18,9565887;69,6533127
127;Område 10, Bodenhoffs veg og Idrettsvegen;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4297;;0;18;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;1;3530;;Bodenhoffs veg 8;9009;TROMSØ;653333,961000000010245;7732530,858000000007451;1701;18,9544067;69,6564941
128;Område 1, Balsfjordgata, Sjømannsgata, Jens Olsens Gate og Bjørnøygata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4306;;0;31;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;1;3522;;Balsfjordgata 13;9007;TROMSØ;652939,703199999989010;7731017,801300000399351;1703;18,9417553;69,6431885
129;Område 3, Grønnegata, Prestenggata, Peder Hansens gate, Fiskergata, Vestregate og Parkgata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4308;;4;86;4;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;3;89697;;Grønnegata 1;9008;TROMSØ;653197,021300000022165;7731341,158099999651313;1704;18,9489059;69,6459274
130;Område 11;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4315;;2;30;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;2;60460;;Skriverplassen 4;9008;TROMSØ;653655,418100000009872;7732604,252100000157952;1705;18,9627953;69,6569672
131;Område 99, Rådhusgata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4320;;0;10;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;1;3550;;Vestregata 48;9008;TROMSØ;653347,524500000057742;7731988,490600000135601;1710;18,9538517;69,6516342
132;Område 14, Muségata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4322;;0;6;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;1;3536;;Muségata 5B;9008;TROMSØ;653172,546600000001490;7731334,544200000353158;1711;18,9482651;69,6458893
133;Område 22, Bispegata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;4324;;0;2;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;1;3549;;Bispegata 8;9008;TROMSØ;653440,111999999964610;7732126,392199999652803;1713;18,9564629;69,6528168
134;Alfheim Stadion;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;4456;;34;60;2;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;1;3720;;Alfheimvegen 8;9007;TROMSØ;652767,411300000036135;7731664,930900000035763;1797;18,9384022;69,6490784
135;Bispegata, Automat 22;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;4457;;0;15;0;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;2;14123;;Bispegata 6;9008;TROMSØ;653445,416599999996834;7732121,370699999853969;1798;18,9565907;69,6527634
136;Plassmyra ;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;4458;;0;182;2;0;;;;;;;;;;;;BODØ KOMMUNE;222;972418013;4;91484;;Plassmyra ;8008;BODØ;474857,406499999982771;7462354,019199999980628;1799;14,4167223;67,2767868
137;Byporten, Automat 62;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;4476;;0;13;0;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;3;86497;;Elvegata 4B;9008;TROMSØ;653654,084299999987707;7732343,940999999642372;1806;18,9623260;69,6546402
138;St.Elisabethsenteret, Automat 58;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;4477;;2;40;2;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;3;11519;;Mellomvegen 50;9007;TROMSØ;652828,992199999978766;7731072,017300000414252;1807;18,9390011;69,6437378
139;Fjellheisen, Automat 80;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;4479;;5;80;2;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;2;10020;;Sollivegen 12;9020;TROMSDALEN;654656,870200000004843;7730902,997999999672174;1808;18,9856873;69,6411591
140;Fløyahallen;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;4481;;9;165;3;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;5;91826;;Dramsvegen 206;9010;TROMSØ;653398,432799999951385;7734910,805599999614060;1809;18,9600372;69,6777496
141;Bodø sentrum, Molorota parkeringsplass;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;4489;;0;59;0;0;;;;;;;;;;;;BODØ KOMMUNE;222;972418013;4;7421;;Bodø sentrum, Molorota parkeringsplass;8003;BODØ;472786,755899999989197;7462709,619500000029802;1814;14,3686047;67,2797928
142;Fjellet p-hus;PARKERINGSHUS;NEI;Parkeringsregisteret;4499;;0;860;0;4;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;3;20719;;Vestregata 23;9008;TROMSØ;653322,998299999977462;7731766,026200000196695;1819;18,9528503;69,6496582
143;Vestregata 55;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;4523;;0;19;0;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;1;3774;;Vestregata 55;9008;TROMSØ;653415,305099999997765;7732067,440799999982119;1830;18,9557266;69,6523056
144;City Nord;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;4702;;0;1300;43;0;;;;;;;;;;;;ONEPARK AS AVD HOVEDKONTOR;481;999538959;1;4081;;Stormyrveien 12;8008;BODØ;475014,018299999996088;7462427,806699999608099;1882;14,4203386;67,2774582
145;Studentsamskipnaden Åsgård;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;37533;;0;70;0;2;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;2;77507;;Åsgårdvegen 9;9016;TROMSØ;652013,992100000032224;7732323,950899999588728;1914;18,9201241;69,6554031
146;Studentsamskipnaden Storskogåsen;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;37534;;0;49;0;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;1;52721;;Luleåvegen 7;9011;TROMSØ;653184,009199999971315;7733312,984500000253320;1916;18,9518547;69,6635818
147;Studentsamskipnaden Ørnevegen;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;37535;;4;136;4;6;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;1;52702;;Ørnevegen 10;9015;TROMSØ;652339,011300000012852;7735130,988599999807775;1917;18,9331341;69,6803284
148;Studentsamskipnaden Stakkevegen;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;37536;;2;38;2;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;1;52722;;Stakkevegen 1;9018;TROMSØ;655084,988000000012107;7736839,996899999678135;1919;19,0067043;69,6940231
149;Studentsamskipnaden Olastien;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;37553;;4;99;0;6;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;1;52701;;Olastien 4;9012;TROMSØ;652341,981999999959953;7732549,038300000131130;1934;18,9289303;69,6572342
150;Studentsamskipnaden Øvre Breivang;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;37573;;0;26;0;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;1;52740;;Rødhettestien 7;9010;TROMSØ;653549,993000000016764;7734514,997200000099838;1949;18,9632759;69,6741180
151;Studentsamskipnaden Ørndalen;AVGRENSET_OMRADE;JA;Parkeringsregisteret;37574;;0;88;0;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;1;52760;;Tunvegen 29;9018;TROMSØ;654972,994500000029802;7737577,028800000436604;1951;19,0050678;69,7006836
152;Rådhusplassen;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;37655;;0;28;1;0;;;;;;;;;;;;NORDKAPP KOMMUNE TEKNISK SEKTOR;1861;974793318;2;52841;;Rådhusgata 12;9750;HONNINGSVÅG;897322,958600000012666;7911060,758299999870360;2020;25,9753704;70,9780655
153;Scandic Sortland;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;37733;;0;80;4;11;;;;;;;;;;;;ONEPARK AS AVD HOVEDKONTOR;481;999538959;1;53000;;Havnegata 3;8400;SORTLAND;516969,988300000026356;7620686,034900000318885;2080;15,4185667;68,6974640
154;Corner Cafe;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;38273;;2;8;0;0;;;;;;;;;;;;NORDKAPP KOMMUNE TEKNISK SEKTOR;1861;974793318;1;53800;;Fiskeriveien 2A;9750;HONNINGSVÅG;897007,403700000024401;7911468,251699999906123;2631;25,9688702;70,9821548
155;Sjøgata parkering;LANGS_KJOREBANE;NEI;Parkeringsregisteret;38274;;0;16;1;0;;;;;;;;;;;;NORDKAPP KOMMUNE TEKNISK SEKTOR;1861;974793318;1;53820;;Sjøgata;9750;HONNINGSVÅG;897178,080300000030547;7911431,255300000309944;2633;25,9732933;70,9815598
156;Nordkappgata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;38275;;0;8;0;0;;;;;;;;;;;;NORDKAPP KOMMUNE TEKNISK SEKTOR;1861;974793318;1;53841;;Nordkappgata;9750;HONNINGSVÅG;897041,828800000017509;7911503,983799999579787;2635;25,9699764;70,9824142
157;Holmen;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;38293;;0;29;1;0;;;;;;;;;;;;NORDKAPP KOMMUNE TEKNISK SEKTOR;1861;974793318;2;53801;;Holmen 1;9750;HONNINGSVÅG;897056,354799999971874;7911391,563299999572337;2650;25,9698124;70,9814072
158;Storgata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;38313;;0;52;1;0;;;;;;;;;;;;NORDKAPP KOMMUNE TEKNISK SEKTOR;1861;974793318;2;53840;;Storgata;9750;HONNINGSVÅG;897221,746000000042841;7911435,170400000177324;2671;25,9744911;70,9815216
159;Jakobsbakken ;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;38893;;0;100;0;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;3;100231;;Jakobsbakkveien ;8230;SULITJELMA;543967,234999999986030;7442037,644899999722838;2886;16,0122452;67,0923920
160;Skihytta;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;38894;;0;200;0;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;2;100226;;Ballvassveien;8230;SULITJELMA;544473,910099999979138;7440829,068900000303984;2888;16,0234509;67,0814819
161;Kjelvasskrysset;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;38895;;0;140;0;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;2;100225;;Naustbuktveien;8230;SULITJELMA;545370,173500000033528;7441007,753800000064075;2890;16,0441418;67,0829468
162;Fridal;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;38896;;0;150;0;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;2;100245;;Fridalveien;8215;VALNESFJORD;516489,509000000020023;7475686,730899999849498;2892;15,3844585;67,3969803
163;Scooterparkering Daja;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;38913;;0;160;0;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;3;100224;;Dajaveien;8230;SULITJELMA;546137,461899999994785;7442922,001400000415742;2900;16,0625477;67,0999985
164;Kvalhornet;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;38914;;0;25;0;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;2;100206;;Bringsliveien;8215;VALNESFJORD;508549,695699999982025;7469671,776300000026822;2902;15,1988916;67,3433609
165;Politiet Kongens gate 18;LANGS_KJOREBANE;NEI;Parkeringsregisteret;6161;;0;21;3;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;5;66302;;Kongens gate 8 - 18;8514;NARVIK;599462,377199999988079;7593270,455099999904633;2906;17,4252815;68,4345322
166;Bobilparkering;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;38973;;0;23;0;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;1;55020;;Sjøgata 48;8200;FAUSKE;516539,797599999990780;7460102,093399999663234;2915;15,3833876;67,2571869
167;Svolvær, Sivert Nilsens gate;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;6225;;2;28;2;2;;;;;;;;;;;;VÅGAN KOMMUNE DRIFT OG FORVALTNING ADMINISTRASJON;1102;874558672;5;44263;;Sivert Nilsens gate 35;8300;SVOLVÆR;481866,753199999977369;7568977,622499999590218;2918;14,5618153;68,2336349
168;Kvaløysletta tannklinikk, Slettavegen 38, 9100 Tromsø;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;39015;;3;12;3;0;;;;;;;;;;;;PARK NORDIC AS;83;992532920;1;55202;;Slettavegen 38;9101;KVALØYSLETTA;649948,981499999994412;7736499,051699999719858;2920;18,8738422;69,6939392
